Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901CW10380,17-02-2021,Tuesday,Give way or uncontrolled,Crossroads,Fatal,51.512778,Daylight,Westminster,Other object on road,-0.193258,1,2,Metropolitan Police,Dry,Single carriageway,30,12:51,Urban,Fine no high winds,Car
200901CW10381,22-02-2021,Sunday,Auto traffic signal,T or staggered junction,Fatal,51.510232,Daylight,Westminster,None,-0.185577,1,3,Metropolitan Police,Dry,Single carriageway,30,06:35,Urban,Fine no high winds,Car
200901CW10382,05-03-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.546098,Daylight,Camden,None,-0.178814,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,10:58,Urban,Raining no high winds,Car
200901CW10383,06-03-2021,Friday,Auto traffic signal,T or staggered junction,Fatal,51.512945,Darkness - lights lit,Westminster,None,-0.140647,1,1,Metropolitan Police,Dry,Single carriageway,30,22:29,Urban,Fine no high winds,Car
200901CW10385,07-03-2021,Saturday,Give way or uncontrolled,Crossroads,Fatal,51.537827,Daylight,Camden,None,-0.184768,1,2,Metropolitan Police,Dry,Single carriageway,30,12:10,Urban,Fine no high winds,Car
200901CW10388,08-03-2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.513555,Daylight,Westminster,None,-0.156476,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,07:10,Urban,Fine no high winds,Car
200901CW10390,08-03-2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.537245,Darkness - lights lit,Westminster,None,-0.176284,6,2,Metropolitan Police,Dry,Dual carriageway,30,19:54,Urban,Fine no high winds,Car
200901CW10391,08-03-2021,Sunday,Give way or uncontrolled,T or staggered junction,Fatal,51.500038,Darkness - lights lit,Westminster,None,-0.126332,1,1,Metropolitan Police,Dry,Single carriageway,30,22:00,Urban,Fine no high winds,Car
200901CW10392,09-03-2021,Monday,Give way or uncontrolled,T or staggered junction,Fatal,51.52082,Darkness - lights lit,Camden,None,-0.126921,1,2,Metropolitan Police,Dry,Dual carriageway,30,05:00,Urban,Fine no high winds,Car
200901CW10393,09-03-2021,Monday,Give way or uncontrolled,T or staggered junction,Fatal,51.515643,Daylight,Westminster,None,-0.146303,1,2,Metropolitan Police,Dry,One way street,30,08:40,Urban,Fine no high winds,Taxi/Private hire car
200901CW10395,09-03-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.515244,Daylight,Westminster,None,-0.155255,1,2,Metropolitan Police,Dry,Single carriageway,30,13:54,Urban,Fine no high winds,Car
200901CW10396,09-03-2021,Monday,Give way or uncontrolled,T or staggered junction,Fatal,51.518132,Darkness - lights lit,Westminster,None,-0.16739,1,2,Metropolitan Police,Dry,Single carriageway,30,18:31,Urban,Fine no high winds,Car
200901CW10397,09-03-2021,Monday,Auto traffic signal,Crossroads,Fatal,51.520311,Daylight,Camden,None,-0.117572,1,2,Metropolitan Police,Dry,Single carriageway,30,15:14,Urban,Fine no high winds,Car
200901CW10401,02-03-2021,Monday,Auto traffic signal,Crossroads,Fatal,51.519714,Daylight,Camden,None,-0.119615,1,1,Metropolitan Police,Dry,Dual carriageway,30,09:55,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
200901CW10402,04-03-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Fatal,51.553951,Darkness - lights lit,Islington,None,-0.134936,1,2,Metropolitan Police,Dry,Single carriageway,30,19:16,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CW10405,10-03-2021,Tuesday,Auto traffic signal,T or staggered junction,Fatal,51.530468,Darkness - lights lit,Camden,None,-0.12292,1,2,Metropolitan Police,Wet or damp,Dual carriageway,30,19:35,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CW10406,10-03-2021,Tuesday,Auto traffic signal,More than 4 arms (not roundabout),Fatal,51.52768,Darkness - lights lit,Westminster,None,-0.197426,2,2,Metropolitan Police,Dry,Single carriageway,30,23:10,Urban,Fine no high winds,Car
200901CW10407,10-03-2021,Tuesday,Auto traffic signal,T or staggered junction,Fatal,51.50996,Daylight,Westminster,None,-0.156621,1,2,Metropolitan Police,Dry,Dual carriageway,30,18:30,Urban,Fine no high winds,Car
200901CW10408,11-03-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Fatal,51.520044,Daylight,Westminster,None,-0.174665,1,2,Metropolitan Police,Dry,Dual carriageway,30,08:45,Urban,Fine no high winds,Car
200901CW10410,05-03-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.539943,Darkness - lights lit,Camden,None,-0.187856,1,2,Metropolitan Police,Dry,Single carriageway,30,20:25,Urban,Fine no high winds,Car
200901CW10411,07-03-2021,Saturday,Auto traffic signal,Crossroads,Fatal,51.516193,Daylight,Camden,None,-0.124372,1,1,Metropolitan Police,Dry,Single carriageway,30,13:00,Urban,Fine no high winds,Car
200901CW10413,15-02-2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.515398,Darkness - lights lit,Westminster,None,-0.136512,1,1,Metropolitan Police,Dry,Single carriageway,30,03:30,Urban,Fine no high winds,Car
200901CW10415,09-03-2021,Monday,Auto traffic signal,Crossroads,Fatal,51.518841,Daylight,Camden,None,-0.121236,1,2,Metropolitan Police,Dry,Single carriageway,30,16:14,Urban,Fine no high winds,Car
200901CW10416,11-03-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Fatal,51.54937,Daylight,Camden,None,-0.140893,1,1,Metropolitan Police,Dry,Single carriageway,30,14:39,Urban,Fine no high winds,Car
200901CW10417,11-03-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.552942,Daylight,Islington,None,-0.133679,2,2,Metropolitan Police,Dry,Single carriageway,30,16:10,Urban,Fine no high winds,Car
200901CW10418,11-03-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.492691,Daylight,Westminster,None,-0.139311,1,1,Metropolitan Police,Dry,Single carriageway,30,13:00,Urban,Fine no high winds,Car
200901CW10419,11-03-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.49844,Daylight,Westminster,None,-0.138933,1,1,Metropolitan Police,Dry,One way street,30,14:47,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
200901CW10420,11-03-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.521974,Darkness - lights lit,Camden,None,-0.109143,1,1,Metropolitan Police,Dry,Single carriageway,30,18:12,Urban,Fine no high winds,Car
200901CW10422,23-02-2021,Monday,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.501439,Darkness - lights lit,Westminster,None,-0.12397,1,2,Metropolitan Police,Dry,Single carriageway,30,18:45,Urban,Fine no high winds,Car
200901CW10423,01-03-2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.513197,Darkness - lights lit,Westminster,None,-0.117001,1,3,Metropolitan Police,Dry,One way street,30,00:20,Urban,Fine no high winds,Car
200901CW10424,12-03-2021,Thursday,Give way or uncontrolled,Crossroads,Fatal,51.511028,Daylight,Westminster,None,-0.138852,1,2,Metropolitan Police,Dry,Single carriageway,30,10:30,Urban,Fine no high winds,Car
200901CW10426,08-03-2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.541242,Darkness - lights lit,Camden,None,-0.138773,1,1,Metropolitan Police,Dry,Single carriageway,30,03:02,Urban,Fine no high winds,Car
200901CW10427,13-03-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.49199,Daylight,Westminster,None,-0.140492,1,2,Metropolitan Police,Dry,Single carriageway,30,07:46,Urban,Fine no high winds,Car
200901CW10428,13-03-2021,Friday,Auto traffic signal,Crossroads,Fatal,51.514997,Daylight,Westminster,None,-0.156706,1,2,Metropolitan Police,Dry,Dual carriageway,30,09:35,Urban,Fine no high winds,Car
200901CW10429,13-03-2021,Friday,Auto traffic signal,Crossroads,Fatal,51.501614,Daylight,Westminster,None,-0.174969,1,1,Metropolitan Police,Dry,Single carriageway,30,15:41,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200901CW10431,13-03-2021,Friday,Auto traffic signal,T or staggered junction,Fatal,51.492857,Daylight,Westminster,None,-0.13844,1,2,Metropolitan Police,Dry,Single carriageway,30,15:41,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200901CW10432,13-03-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.528823,Daylight,Westminster,None,-0.201562,1,1,Metropolitan Police,Dry,Single carriageway,30,17:28,Urban,Fine no high winds,Car
200901CW10433,13-03-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.522971,Daylight,Westminster,None,-0.183629,1,1,Metropolitan Police,Dry,Single carriageway,30,17:58,Urban,Fine no high winds,Car
200901CW10434,14-03-2021,Saturday,Give way or uncontrolled,T or staggered junction,Fatal,51.511282,Darkness - lights lit,Westminster,None,-0.132212,1,1,Metropolitan Police,Dry,Single carriageway,30,05:09,Urban,Fine no high winds,Car
200901CW10435,14-03-2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.533191,Daylight,Westminster,None,-0.187404,1,1,Metropolitan Police,Dry,Single carriageway,30,09:40,Urban,Fine no high winds,Car
200901CW10437,15-03-2021,Sunday,Auto traffic signal,Crossroads,Fatal,51.526225,Daylight,Camden,None,-0.138809,1,1,Metropolitan Police,Dry,Single carriageway,30,13:38,Urban,Fine no high winds,Car
200901CW10438,12-03-2021,Thursday,Auto traffic signal,Crossroads,Fatal,51.516551,Daylight,Westminster,None,-0.141221,1,2,Metropolitan Police,Dry,Single carriageway,30,09:20,Urban,Fine no high winds,Car
200901CW10439,12-03-2021,Thursday,Auto traffic signal,Crossroads,Fatal,51.533465,Daylight,Westminster,None,-0.187681,1,2,Metropolitan Police,Dry,Single carriageway,30,07:00,Urban,Fine no high winds,Car
200901CW10441,12-03-2021,Thursday,Auto traffic signal,Crossroads,Fatal,51.524686,Daylight,Camden,None,-0.138151,1,1,Metropolitan Police,Dry,One way street,30,14:20,Urban,Fine no high winds,Car
200901CW10442,25-02-2021,Wednesday,Auto traffic signal,Crossroads,Fatal,51.528998,Daylight,Camden,None,-0.126585,1,2,Metropolitan Police,Dry,Dual carriageway,30,14:15,Urban,Fine no high winds,Car
200901CW10443,16-04-2021,Thursday,Auto traffic signal,Crossroads,Slight,51.526362,Daylight,Westminster,None,-0.193586,1,2,Metropolitan Police,Dry,Single carriageway,30,12:25,Urban,Fine no high winds,Car
200901CW10444,06-03-2021,Friday,Give way or uncontrolled,T or staggered junction,Serious,51.540062,Daylight,Camden,None,-0.143724,1,1,Metropolitan Police,Dry,Single carriageway,30,15:25,Urban,Fine no high winds,Motorcycle over 500cc
200901CW10445,11-03-2021,Wednesday,Auto traffic signal,Crossroads,Serious,51.49638,Daylight,Westminster,None,-0.15083,1,2,Metropolitan Police,Dry,Single carriageway,30,12:30,Urban,Fine no high winds,Car
200901CW10446,08-03-2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.54469,Daylight,Camden,None,-0.135027,1,2,Metropolitan Police,Dry,Single carriageway,30,12:05,Urban,Fine no high winds,Car
200901CW10448,16-03-2021,Monday,Auto traffic signal,Crossroads,Slight,51.546841,Daylight,Brent,None,-0.203736,1,1,Metropolitan Police,Dry,Single carriageway,30,08:30,Urban,Fine no high winds,Car
200901CW10449,16-03-2021,Monday,Auto traffic signal,T or staggered junction,Slight,51.500812,Daylight,Westminster,None,-0.124139,1,1,Metropolitan Police,Dry,Single carriageway,30,11:30,Urban,Fine no high winds,Motorcycle 50cc and under
200901CW10451,16-03-2021,Monday,Auto traffic signal,T or staggered junction,Slight,51.544245,Daylight,Camden,None,-0.192733,1,1,Metropolitan Police,Dry,Single carriageway,30,08:10,Urban,Fine no high winds,Motorcycle 50cc and under
200901CW10456,18-03-2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.52791,Daylight,Camden,None,-0.131676,1,2,Metropolitan Police,Dry,Single carriageway,30,13:40,Urban,Fine no high winds,Car
200901CW10457,18-03-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.503547,Daylight,Westminster,None,-0.126477,1,1,Metropolitan Police,Dry,Single carriageway,30,16:19,Urban,Fine no high winds,Car
200901CW10458,18-03-2021,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Serious,51.510114,Darkness - lights lit,Westminster,None,-0.149265,1,1,Metropolitan Police,Dry,Dual carriageway,30,18:55,Urban,Fine no high winds,Car
200901CW10459,18-03-2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.503613,Darkness - lights lit,Westminster,None,-0.136272,1,2,Metropolitan Police,Dry,Single carriageway,30,23:34,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
200901CW10460,17-03-2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.553139,Daylight,Camden,None,-0.169012,1,3,Metropolitan Police,Dry,Single carriageway,30,15:15,Urban,Fine no high winds,Car
200901CW10461,17-03-2021,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.51465,Daylight,Westminster,None,-0.146055,1,1,Metropolitan Police,Dry,Single carriageway,30,16:10,Urban,Fine no high winds,Car
200901CW10462,17-03-2021,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,51.507938,Darkness - lights lit,Westminster,None,-0.153821,1,2,Metropolitan Police,Dry,Dual carriageway,30,18:55,Urban,Fine no high winds,Car
200901CW10463,15-03-2021,Sunday,Auto traffic signal,Crossroads,Slight,51.541728,Daylight,Camden,None,-0.175383,2,1,Metropolitan Police,Dry,Dual carriageway,30,06:54,Urban,Fine no high winds,Car
200901CW10465,19-03-2021,Thursday,Auto traffic signal,Crossroads,Slight,51.526415,Daylight,Camden,None,-0.133755,1,2,Metropolitan Police,Dry,Single carriageway,30,07:16,Urban,Fine no high winds,Car
200901CW10466,18-03-2021,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,51.524983,Daylight,Westminster,None,-0.203299,1,1,Metropolitan Police,Dry,Single carriageway,30,13:20,Urban,Fine no high winds,Motorcycle over 500cc
200901CW10467,19-03-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.510839,Daylight,Westminster,None,-0.172583,1,2,Metropolitan Police,Dry,Single carriageway,30,09:30,Urban,Fine no high winds,Car
200901CW10468,19-03-2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.545696,Daylight,Camden,None,-0.141764,1,2,Metropolitan Police,Dry,Single carriageway,30,13:10,Urban,Fine no high winds,Car
200901CW10469,26-02-2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.5027,Daylight,Westminster,None,-0.152448,1,2,Metropolitan Police,Dry,Single carriageway,30,16:53,Urban,Fine no high winds,Car
200901CW10470,08-03-2021,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.508515,Daylight,Westminster,None,-0.127858,1,2,Metropolitan Police,Dry,Single carriageway,30,09:10,Urban,Fine no high winds,Car
200901CW10472,19-03-2021,Thursday,Give way or uncontrolled,Crossroads,Slight,51.521954,Daylight,Westminster,None,-0.170264,2,2,Metropolitan Police,Dry,Single carriageway,30,17:45,Urban,Fine no high winds,Car
200901CW10473,19-03-2021,Thursday,Give way or uncontrolled,T or staggered junction,Slight,51.505904,Darkness - lights lit,Westminster,None,-0.138917,1,1,Metropolitan Police,Dry,Single carriageway,30,23:15,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CW10475,19-03-2021,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.535271,Darkness - lights lit,Westminster,None,-0.170739,1,2,Metropolitan Police,Dry,Single carriageway,30,18:58,Urban,Fine no high winds,Car
200901CW10476,20-03-2021,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.52366,Darkness - lights lit,Westminster,None,-0.152897,1,1,Metropolitan Police,Dry,Dual carriageway,30,23:30,Urban,Fine no high winds,Car
200901CW10477,20-03-2021,Friday,Give way or uncontrolled,Crossroads,Slight,51.52152,Daylight,Westminster,None,-0.159758,1,2,Metropolitan Police,Dry,Single carriageway,30,17:30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
200901CW10478,21-03-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.502968,Daylight,Westminster,None,-0.152293,1,1,Metropolitan Police,Dry,Single carriageway,30,12:35,Urban,Fine no high winds,Car
200901CW10479,21-03-2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.540246,Daylight,Camden,None,-0.144005,1,1,Metropolitan Police,Dry,Single carriageway,30,11:49,Urban,Fine no high winds,Car
200901CW10480,21-03-2021,Saturday,Give way or uncontrolled,T or staggered junction,Slight,51.502088,Darkness - lights lit,Westminster,None,-0.170771,2,2,Metropolitan Police,Dry,Single carriageway,30,19:10,Urban,Fine no high winds,Car
200901CW10482,21-03-2021,Saturday,Auto traffic signal,Crossroads,Slight,51.519994,Darkness - lights lit,Westminster,None,-0.142811,3,2,Metropolitan Police,Dry,Single carriageway,30,18:40,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901CW10483,21-03-2021,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,51.528324,Daylight,Westminster,None,-0.175054,1,2,Metropolitan Police,Dry,Single carriageway,30,17:46,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
200901CW10484,22-03-2021,Sunday,Auto traffic signal,Crossroads,Slight,51.515213,Daylight,Westminster,None,-0.141852,1,1,Metropolitan Police,Dry,Single carriageway,30,12:42,Urban,Fine no high winds,Car
200901CW10485,22-03-2021,Sunday,Auto traffic signal,T or staggered junction,Serious,51.523022,Daylight,Westminster,None,-0.152346,2,2,Metropolitan Police,Dry,Dual carriageway,30,11:08,Urban,Fine no high winds,Car
